ISSN,Archive accepted manuscript,Archive published version,Sherpa/Romeo colour,Sherpa/Romeo Licence,Journal,Updated
0073-1579,12 months embargo,Special conditions apply,yellow,,Hegel-Jahrbuch,29/10/2013,
1433-5883,12 months embargo,Special conditions apply,yellow,,Journal of Group Theory,1/04/2014,
1435-4446,12 months embargo,Special conditions apply,yellow,,Journal of Group Theory,1/04/2014,
1559-0410,12 months embargo,Special conditions apply,yellow,,Journal of Quantitative Analysis in Sports,1/04/2014,
2194-6388,12 months embargo,Special conditions apply,yellow,,Journal of Quantitative Analysis in Sports,1/04/2014,
2322-5939,can,can,blue,CC-BY,International Journal of Health Policy and Management,8/08/2014,
0090-3973,12 months embargo,12 months embargo,blue,,Journal of Testing and Evaluation,16/03/2016,
0270-6474,6 months embargo,6 months embargo,yellow,CC-BY,The Journal of Neuroscience,17/07/2015,
1529-2401,6 months embargo,6 months embargo,yellow,CC-BY,The Journal of Neuroscience,17/07/2015,
0032-4000,No information,No information,No information,,Journal of the Polynesian Society,,
1937-1888,12 months embargo,cannot,white,,Journal of Studies on Alcohol and Drugs,26/06/2017,
1938-4114,12 months embargo,cannot,white,,Journal of Studies on Alcohol and Drugs,26/06/2017,
2049-3614,can,can,blue,CC-BY,Endocrine Connections,7/12/2016,
0022-0795,12 months embargo,cannot,yellow,,Journal of Endocrinology,7/06/2019,
1479-6805,12 months embargo,cannot,yellow,,Journal of Endocrinology,7/06/2019,
1470-1626,12 months embargo,cannot,yellow,,Reproduction,7/06/2019,
1741-7899,12 months embargo,cannot,yellow,,Reproduction,7/06/2019,
2160-1836,can,unknown,green,CC-BY,G3&amp;#58; Genes|Genomes|Genetics,12/02/2013,
0016-6731,cannot,cannot,yellow,,Genetics,21/05/2015,
1943-2631,cannot,cannot,yellow,,Genetics,21/05/2015,
2159-3647,No information,No information,No information,,Medical Student Research Journal,,
0031-4005,12 months embargo,cannot,white,,Pediatrics,7/12/2017,
1098-4275,12 months embargo,cannot,white,,Pediatrics,7/12/2017,
2288-3649,No information,No information,No information,,Journal of Cancer Prevention,,
2288-3657,No information,No information,No information,,Journal of Cancer Prevention,,
2256-5760,,,,,PROFILE Issues in Teachers' Professional Development,,
1657-0790,can,can,green,CC-BY-NC-ND,PROFILE Issues in Teachers' Professional Development,19/07/2016,
2062-5871,can,can,green,CC-BY-NC,Journal of Behavioral Addictions,19/10/2017,
2063-5303,can,can,green,CC-BY-NC,Journal of Behavioral Addictions,19/10/2017,
0884-2914,6 months embargo,cannot,green,CC-BY-NC-ND,Journal of Materials Research,7/10/2014,
2044-5326,6 months embargo,cannot,green,CC-BY-NC-ND,Journal of Materials Research,7/10/2014,
1571-9545,6 months embargo,cannot,yellow,,"Foundations and Trends® in Technology, Information and Operations Management",29/11/2018,
1571-9553,6 months embargo,cannot,yellow,,"Foundations and Trends® in Technology, Information and Operations Management",29/11/2018,
2382-2007,,,,,Australasian Journal of Technology Education,,
2324-4593,,,,,Dance Research Aotearoa,,
2382-0349,,,,,Teachers and Curriculum,,
2537-7426,,,,,The Ethnographic Edge,,
2382-0373,unknown,unknown,gray,,Waikato Journal of Education,16/05/2019,
2056-8827,No information,No information,No information,,Integrative Obesity and Diabetes,,
1415-5273,unknown,unknown,gray,,Revista de Nutrição,16/05/2019,
1359-5997,12 months embargo,cannot,green,,Materials and Structures,16/05/2014,
1871-6873,12 months embargo,cannot,green,,Materials and Structures,16/05/2014,
0045-8511,can,cannot,green,,Copeia,9/09/2019,
1938-5110,can,cannot,green,,Copeia,9/09/2019,
0015-4040,can,can,green,,Florida Entomologist,7/01/2009,
1938-5102,can,can,green,,Florida Entomologist,7/01/2009,
1524-4695,unclear,unknown,white,,Waterbirds,15/04/2011,
1938-5390,unclear,unknown,white,,Waterbirds,15/04/2011,
0016-8505,12 months embargo,cannot,yellow,CC-BY,Géotechnique,30/08/2019,
1751-7656,12 months embargo,cannot,yellow,CC-BY,Géotechnique,30/08/2019,
1751-4304,12 months embargo,cannot,yellow,CC-BY,"Proceedings of the Institution of Civil Engineers - Management, Procurement and Law",30/08/2019,
1751-4312,12 months embargo,cannot,yellow,CC-BY,"Proceedings of the Institution of Civil Engineers - Management, Procurement and Law",30/08/2019,
2048-0792,can,can,green,CC-BY,The Comics Grid: Journal of Comics Scholarship,9/09/2015,
2405-691X,,,,,"Medicine Anthropology Theory | An open-access journal in the anthropology of health, illness, and medicine",,
2502-6747,unknown,unknown,gray,,Indonesian Journal of Applied Linguistics,16/05/2019,
2301-9468,unknown,unknown,gray,,Indonesian Journal of Applied Linguistics,16/05/2019,
0895-0695,12 months embargo,cannot,yellow,,Seismological Research Letters,30/05/2019,
1938-2057,12 months embargo,cannot,yellow,,Seismological Research Letters,30/05/2019,
2470-3524,,,,,Internal Medicine Review,,
2470-3532,,,,,Internal Medicine Review,,
2222-3959,unknown,unknown,gray,,International Journal of Ophthalmology,16/05/2019,
2227-4898,unknown,unknown,gray,,International Journal of Ophthalmology,16/05/2019,
1176-7839,,,,,Assessment Matters,,
2230-617X,,,,,Assessment Matters,,
1177-1828,,,,,Curriculum Matters,,
0112-0530,,,,,Early Childhood Folio,,
2253-2137,,,,,Early Childhood Folio,,
0110-6376,,,,,set: Research Information for Teachers,,
2253-2145,,,,,set: Research Information for Teachers,,
2211-2898,can,can,green,CC-BY,BMGN - Low Countries Historical Review,15/07/2015,
0165-0505,can,can,green,CC-BY,BMGN - Low Countries Historical Review,15/07/2015,
2291-9376,cannot,can,blue,CC-BY-NC ,International Journal of Indigenous Health,23/04/2015,
2291-9368,cannot,can,blue,CC-BY-NC ,International Journal of Indigenous Health,23/04/2015,
2371-3771,unknown,unknown,gray,,Art/Research International: A Transdisciplinary Journal,16/05/2019,
2167-9053,can,can,green,CC-BY,Journal of Arts and Humanities,8/02/2017,
2167-9045,can,can,green,CC-BY,Journal of Arts and Humanities,8/02/2017,
1949-2553,cannot,can,blue,CC-BY,Oncotarget,13/04/2015,
2160-1909,cannot,cannot,yellow,,The International Journal of Aging and Society,16/11/2016,
2160-1917,cannot,cannot,yellow,,The International Journal of Aging and Society,16/11/2016,
1857-6036,,,,,The European Journal of Educational Sciences,,
1496-0974,unknown,unknown,gray,,Language and Literacy,16/05/2019,
2358-1425,,,,,Revista Tempos e Espaços em Educação,,
2305-5839,No information,No information,No information,,Annals of Translational Medicine,,
2305-5847,No information,No information,No information,,Annals of Translational Medicine,,
2304-3865,No information,No information,No information,,Chinese Clinical Oncology,,
2304-3873,No information,No information,No information,,Chinese Clinical Oncology,,
2078-6891,No information,No information,No information,,Journal of Gastrointestinal Oncology,,
2219-679X,No information,No information,No information,,Journal of Gastrointestinal Oncology,,
2223-4683,,,,,Translational Andrology and Urology,,
2223-4691,No information,No information,No information,,Translational Andrology and Urology,,
1838-3815,,,,,Journal of Teaching and Learning for Graduate Employability,,
0003-004X,12 months embargo,cannot,white,,American Mineralogist,13/05/2016,
1945-3027,12 months embargo,cannot,white,,American Mineralogist,13/05/2016,
0030-8730,can,restricted,green,,Pacific Journal of Mathematics,3/01/2014,
1178-2005,can,can,blue,CC-BY-NC,International Journal of Chronic Obstructive Pulmonary Disease,30/01/2014,
1177-8881,can,can,blue,CC-BY-NC,"Drug Design, Development and Therapy",30/01/2014,
2230-5254,can,can,blue,CC-BY-NC,Integrated Pharmacy Research and Practice,30/01/2014,
1178-7066,can,can,blue,CC-BY-NC,Pharmacogenomics and Personalized Medicine,30/01/2014,
2224-7904,unknown,unknown,gray,,South African Journal of Enology & Viticulture,16/05/2019,
0003-7214,12 months embargo,cannot,yellow,,Journal of Water Supply: Research and Technology - Aqua,2/05/2018,
1605-3974,12 months embargo,cannot,yellow,,Journal of Water Supply: Research and Technology - Aqua,2/05/2018,
1751-231X,12 months embargo,cannot,yellow,,Water Practice and Technology,2/05/2018,
0273-1223,12 months embargo,cannot,yellow,,Water Science and Technology,2/05/2018,
1996-9732,12 months embargo,cannot,yellow,,Water Science and Technology,2/05/2018,
1381-6128,12 months embargo,cannot,yellow,,Current Pharmaceutical Design,19/12/2014,
1568-0096,12 months embargo,cannot,yellow,,Current Cancer Drug Targets,19/12/2014,
2210-3279,12 months embargo,cannot,yellow,,"International Journal of Sensors, Wireless Communications and Control",19/12/2014,
2211-5366,12 months embargo,cannot,yellow,,MicroRNA,19/12/2014,
1061-4303,No information,No information,No information,,Water Environment Research,,
1554-7531,No information,No information,No information,,Water Environment Research,,
2331-8325,cannot,can,blue,CC-BY,BIO-PROTOCOL,9/11/2017,
2508-5948,,,,,Clinical Archives of Communication Disorders,,
0250-7005,4 months embargo,Special conditions apply,white,,Anticancer Research,4/03/2019,
1791-7530,4 months embargo,Special conditions apply,white,,Anticancer Research,4/03/2019,
2371-4379,can,can,green,CC-BY,JMIR Diabetes,27/08/2015,
2561-326X,,,,,JMIR Formative Research,,
1929-073X,can,can,green,CC-BY,Interactive Journal of Medical Research,27/08/2015,
1438-8871,can,can,green,CC-BY,Journal of Medical Internet Research,26/01/2016,
2368-7959,can,can,green,CC-BY,JMIR Mental Health,27/08/2015,
2291-5222,can,can,green,CC-BY,JMIR mHealth and uHealth,27/08/2015,
1929-0748,can,can,green,CC-BY,JMIR Research Protocols,27/08/2015,
0361-803X,unclear,unknown,white,,American Journal of Roentgenology,25/10/2010,
1546-3141,unclear,unknown,white,,American Journal of Roentgenology,25/10/2010,
0031-8884,12 months embargo,cannot,green,,Phycologia,26/03/2014,
2330-2968,12 months embargo,cannot,green,,Phycologia,26/03/2014,
1447-8420,,,,,Australasian Review of African Studies,,
2203-5184,,,,,Australasian Review of African Studies,,
2293-734X,,,,,Informal Logic,,
0824-2577,unknown,unknown,gray,,Informal Logic,16/05/2019,
2327-5731,can,can,green,,Knowledge Cultures,14/02/2018,
1445-6354,No information,No information,No information,,Rural and Remote Health,,
1342-6230,,,,,Journal of Signal Processing,,
1880-1013,,,,,Journal of Signal Processing,,
0278-0380,cannot,unknown,yellow,,AUDITING: A Journal of Practice & Theory,21/10/2019,
1558-7991,cannot,unknown,yellow,,AUDITING: A Journal of Practice & Theory,21/10/2019,
1936-1270,cannot,unknown,yellow,,Current Issues in Auditing,21/10/2019,
0149-5992,12 months embargo,cannot,blue,,Diabetes Care,24/06/2019,
1935-5548,12 months embargo,cannot,blue,,Diabetes Care,24/06/2019,
2324-2035,,,,,Pacific Journalism Review : Te Koakoa,,
1023-9499,can,can,blue,CC-BY-NC-ND,Pacific Journalism Review : Te Koakoa,11/02/2010,
0021-8812,12 months embargo,cannot,green,,Journal of Animal Science,30/05/2017,
1525-3163,12 months embargo,cannot,green,,Journal of Animal Science,30/05/2017,
1855-3974,,,,,Ars Mathematica Contemporanea,,
1855-3966,,,,,Ars Mathematica Contemporanea,,
2324-1101,,,,,Policy Quarterly,,
2324-1098,,,,,Policy Quarterly,,
1093-9946,can,cannot,blue,CC-BY,Frontiers in Bioscience,20/03/2013,
1093-4715,can,cannot,blue,CC-BY,Frontiers in Bioscience,20/03/2013,
1833-3516,No information,No information,No information,,Diving and Hyperbaric Medicine Journal,,
2209-1491,No information,No information,No information,,Diving and Hyperbaric Medicine Journal,,
2544-0365,,,,,The Central European Review of Economics and Management,,
2543-9472,,,,,The Central European Review of Economics and Management,,
1179-352X,,,,,New Zealand Plant Protection,,
1175-9003,No information,No information,No information,,New Zealand Plant Protection,,
1748-3107,12 months embargo,cannot,green,,Disability and Rehabilitation: Assistive Technology,26/03/2014,
1748-3115,12 months embargo,cannot,green,,Disability and Rehabilitation: Assistive Technology,26/03/2014,
1557-2625,No information,No information,No information,,The Journal of the American Board of Family Medicine,,
1558-7118,No information,No information,No information,,The Journal of the American Board of Family Medicine,,
1449-8618,can,can,green,CC-BY-NC,Australasian Journal of Information Systems,16/06/2015,
0042-0220,12 months embargo,cannot,yellow,,University of Toronto Law Journal,20/04/2018,
1710-1174,12 months embargo,cannot,yellow,,University of Toronto Law Journal,20/04/2018,
1862-5282,unclear,unknown,white,,International Journal of Materials Research,31/07/2018,
2195-8556,unclear,unknown,white,,International Journal of Materials Research,31/07/2018,
0361-1981,can,cannot,green,,Transportation Research Record: Journal of the Transportation Research Board,21/08/2019,
2169-4052,can,cannot,green,,Transportation Research Record: Journal of the Transportation Research Board,21/08/2019,
2576-8271,,,,,Interdisciplinary Education and Psychology,,
2045-4813,2 years embargo,cannot,yellow,,Transfers,8/12/2016,
2045-4821,2 years embargo,cannot,yellow,,Transfers,8/12/2016,
0022-0302,12 months embargo,cannot,blue,,Journal of Dairy Science,24/11/2016,
1525-3198,12 months embargo,cannot,blue,,Journal of Dairy Science,24/11/2016,
0195-6108,cannot,unknown,white,,American Journal of Neuroradiology,6/05/2016,
1936-959X,cannot,unknown,white,,American Journal of Neuroradiology,6/05/2016,
0972-9860,can,cannot,green,,"Asian Journal of Water, Environment and Pollution",18/04/2016,
1875-8568,can,cannot,green,,"Asian Journal of Water, Environment and Pollution",18/04/2016,
2214-3599,can,cannot,green,,Journal of Neuromuscular Diseases,18/04/2016,
2214-3602,can,cannot,green,,Journal of Neuromuscular Diseases,18/04/2016,
1869-215X,can,can,green,CC-BY,Aquaculture Environment Interactions,18/08/2015,
1869-7534,can,can,green,CC-BY,Aquaculture Environment Interactions,18/08/2015,
0177-5103,12 months embargo,5 years embargo,green,,Diseases of Aquatic Organisms,31/01/2014,
1616-1580,12 months embargo,5 years embargo,green,,Diseases of Aquatic Organisms,31/01/2014,
0171-8630,12 months embargo,5 years embargo,green,,Marine Ecology Progress Series,31/01/2014,
1616-1599,12 months embargo,5 years embargo,green,,Marine Ecology Progress Series,31/01/2014,
0590-8876,can,cannot,green,,Costume,4/05/2017,
1749-6306,can,cannot,green,,Costume,4/05/2017,
0264-2875,can,cannot,green,,Dance Research,4/05/2017,
1750-0095,can,cannot,green,,Dance Research,4/05/2017,
2000-1525,can,can,blue,CC-BY-NC,Culture Unbound: Journal of Current Cultural Research,24/09/2013,
2297-4687,unknown,unknown,gray,,Frontiers in Applied Mathematics and Statistics,16/05/2019,
2235-2988,can,can,green,CC-BY,Frontiers in Cellular and Infection Microbiology,9/02/2016,
2296-6463,can,can,green,CC-BY,Frontiers in Earth Science,9/02/2016,
2504-284X,unknown,unknown,gray,,Frontiers in Education,16/05/2019,
1664-2392,can,can,green,CC-BY,Frontiers in Endocrinology,9/02/2016,
2296-701X,can,can,green,CC-BY,Frontiers in Ecology and Evolution,9/02/2016,
1664-8021,can,can,green,CC-BY,Frontiers in Genetics,9/02/2016,
2296-7745,can,can,green,CC-BY,Frontiers in Marine Science,9/02/2016,
1664-302X,can,can,green,CC-BY,Frontiers in Microbiology,9/02/2016,
1663-4365,can,can,green,CC-BY,Frontiers in Aging Neuroscience,9/02/2016,
1662-5102,can,can,green,CC-BY,Frontiers in Cellular Neuroscience,9/02/2016,
1662-5188,can,can,green,CC-BY,Frontiers in Computational Neuroscience,9/02/2016,
1664-2295,can,can,green,CC-BY,Frontiers in Neurology,9/02/2016,
1662-453X,can,can,green,CC-BY,Frontiers in Neuroscience,9/02/2016,
1662-5145,can,can,green,CC-BY,Frontiers in Integrative Neuroscience,9/02/2016,
1662-5137,can,can,green,CC-BY,Frontiers in Systems Neuroscience,9/02/2016,
2234-943X,can,can,green,CC-BY,Frontiers in Oncology,9/02/2016,
1663-9812,can,can,green,CC-BY,Frontiers in Pharmacology,9/02/2016,
1664-042X,can,can,green,CC-BY,Frontiers in Physiology,9/02/2016,
1664-462X,can,can,green,CC-BY,Frontiers in Plant Science,9/02/2016,
1664-1078,can,can,green,CC-BY,Frontiers in Psychology,9/02/2016,
1664-0640,can,can,green,CC-BY,Frontiers in Psychiatry,9/02/2016,
2296-2565,can,can,green,CC-BY,Frontiers in Public Health,9/02/2016,
2076-3417,can,can,green,CC-BY,Applied Sciences,14/12/2016,
2306-5710,can,can,green,CC-BY,Beverages,14/12/2016,
2218-273X,can,can,green,CC-BY,Biomolecules,14/12/2016,
2079-6374,can,can,green,CC-BY,Biosensors,14/12/2016,
2075-5309,can,can,green,CC-BY,Buildings,14/12/2016,
2225-1154,can,can,green,CC-BY,Climate,14/12/2016,
2079-9284,can,can,green,CC-BY,Cosmetics,14/12/2016,
2079-9721,can,can,green,CC-BY,Diseases,14/12/2016,
