issn,journal_title,oa_model,apc,year
1569-4410,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,2200,2018
0378-4371,Physica A: Statistical Mechanics and its Applications,Hybrid,2800,2018
0921-4526,Physica B: Physics of Condensed Matter,Hybrid,2200,2018
0921-4534,Physica C: Superconductivity and its applications,Hybrid,2200,2018
0167-2789,Physica D: Nonlinear Phenomena,Hybrid,2600,2018
1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,2200,2018
1120-1797,Physica Medica,Hybrid,1700,2018
1874-4907,Physical Communication,Hybrid,2400,2018
1047-9651,Physical Medicine and Rehabilitation Clinics of North America,Hybrid,3000,2018
1466-853X,Physical Therapy in Sport,Hybrid,3000,2018
2405-7991,Physician Assistant Clinics,Hybrid,3000,2018
1474-7065,Physics and Chemistry of the Earth,Hybrid,1500,2018
2352-4510,Physics in Medicine,Open Access,1100,2018
0375-9601,Physics Letters A,Hybrid,2200,2018
0370-2693,Physics Letters B,Open Access,0,2018
1571-0645,Physics of Life Reviews,Hybrid,3000,2018
2212-6864,Physics of the Dark Universe,Hybrid,2000,2018
0031-9201,Physics of the Earth and Planetary Interiors,Hybrid,3400,2018
1875-3892,Physics Procedia,Open Access,0,2018
0370-1573,Physics Reports,Hybrid,2200,2018
0885-5765,Physiological and Molecular Plant Pathology,Hybrid,2500,2018
0031-9384,Physiology and Behavior,Hybrid,2750,2018
0031-9406,Physiotherapy,Hybrid,2500,2018
0031-9422,Phytochemistry,Hybrid,3300,2018
1874-3900,Phytochemistry Letters,Hybrid,2600,2018
0944-7113,Phytomedicine,Hybrid,2500,2018
0213-9251,Piel. Formación continuada en dermatología,Hybrid,1500,2018
0143-4004,Placenta,Hybrid,3400,2018
0032-0633,Planetary and Space Science,Hybrid,3000,2018
2352-4073,Plant Gene,Hybrid,1500,2018
0981-9428,Plant Physiology and Biochemistry,Hybrid,2500,2018
0168-9452,Plant Science,Hybrid,3200,2018
0147-619X,Plasmid,Hybrid,3000,2018
1934-1482,PMandR,Hybrid,3000,2018
0304-422X,Poetics,Hybrid,1800,2018
1873-9652,Polar Science,Hybrid,2500,2018
0962-6298,Political Geography,Hybrid,1200,2018
0277-5387,Polyhedron,Hybrid,2600,2018
0032-3861,Polymer,Hybrid,3400,2018
0141-3910,Polymer Degradation and Stability,Hybrid,3500,2018
0142-9418,Polymer Testing,Hybrid,3300,2018
0925-5214,Postharvest Biology and Technology,Hybrid,3300,2018
0032-5910,Powder Technology,Hybrid,3000,2018
2352-5517,Practical Laboratory Medicine,Open Access,1838,2018
1879-8500,Practical Radiation Oncology,Hybrid,2500,2018
1878-7762,Pratique Neurologique - FMC,Hybrid,3000,2018
1766-7305,Pratiques en nutrition,Hybrid,3000,2018
1269-1763,Pratiques psychologiques,Hybrid,3000,2018
0301-9268,Precambrian Research,Hybrid,3300,2018
0141-6359,Precision Engineering,Hybrid,2500,2018
2210-7789,Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health,Hybrid,3000,2018
0091-7435,Preventive Medicine,Hybrid,2800,2018
2211-3355,Preventive Medicine Reports,Open Access,1600,2018
0167-5877,Preventive Veterinary Medicine,Hybrid,3200,2018
1751-9918,Primary Care Diabetes,Hybrid,3150,2018
0095-4543,Primary Care: Clinics in Office Practice,Hybrid,3000,2018
0266-8920,Probabilistic Engineering Mechanics,Hybrid,2500,2018
1877-0428,Procedia - Social and Behavioral Sciences,Open Access,0,2018
2212-8271,Procedia CIRP,Open Access,0,2018
1877-0509,Procedia Computer Science,Open Access,0,2018
1877-7058,Procedia Engineering,Open Access,0,2018
2210-9838,Procedia IUTAM,Open Access,0,2018
2351-9789,Procedia Manufacturing,Open Access,0,2018
1540-7489,Proceedings of the Combustion Institute,Hybrid,2150,2018
0016-7878,Proceedings of the Geologists' Association,Hybrid,3300,2018
1359-5113,Process Biochemistry,Hybrid,2200,2018
0957-5820,Process Safety and Environmental Protection,Hybrid,3000,2018
1166-7087,Progrès en Urologie,Hybrid,3000,2018
1761-676X,Progrès en Urologie - FMC,Hybrid,3000,2018
0376-0421,Progress in Aerospace Sciences,Hybrid,3300,2018
0079-6107,Progress in Biophysics and Molecular Biology,Hybrid,3400,2018
0033-0620,Progress in Cardiovascular Diseases,Hybrid,2500,2018
0360-1285,Progress in Energy and Combustion Science,Hybrid,3300,2018
0079-6336,Progress in Histochemistry and Cytochemistry,Hybrid,3000,2018
0163-7827,Progress in Lipid Research,Hybrid,4000,2018
0079-6425,Progress in Materials Science,Hybrid,3300,2018
1002-0071,Progress in Natural Science: Materials International,Open Access,0,2018
0301-0082,Progress in Neurobiology,Hybrid,3800,2018
0278-5846,Progress in Neuropsychopharmacology and Biological Psychiatry,Hybrid,2200,2018
0149-1970,Progress in Nuclear Energy,Hybrid,1900,2018
0079-6565,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,3300,2018
0079-6611,Progress in Oceanography,Hybrid,3900,2018
0300-9440,Progress in Organic Coatings,Hybrid,2500,2018
0146-6410,Progress in Particle and Nuclear Physics,Hybrid,3000,2018
1058-9813,Progress in Pediatric Cardiology,Hybrid,2500,2018
0305-9006,Progress in Planning,Hybrid,5000,2018
0079-6700,Progress in Polymer Science,Hybrid,3300,2018
0079-6727,Progress in Quantum Electronics,Hybrid,2600,2018
1350-9462,Progress in Retinal and Eye Research,Hybrid,3550,2018
0079-6816,Progress in Surface Science,Hybrid,3000,2018
2212-540X,Propulsion and Power Research,Open Access,0,2018
1098-8823,Prostaglandins and Other Lipid Mediators,Hybrid,3000,2018
0952-3278,"Prostaglandins, Leukotrienes and Essential Fatty Acids",Hybrid,2500,2018
1046-5928,Protein Expression and Purification,Hybrid,3300,2018
1434-4610,Protist,Hybrid,2500,2018
1134-5934,Psiquiatria Biologica,Hybrid,1500,2018
0193-953X,Psychiatric Clinics of North America,Hybrid,3000,2018
0165-1781,Psychiatry Research,Hybrid,3100,2018
0925-4927,Psychiatry Research: Neuroimaging,Hybrid,2550,2018
0033-2984,Psychologie française,Hybrid,3000,2018
1469-0292,Psychology of Sport and Exercise,Hybrid,1800,2018
0306-4530,Psychoneuroendocrinology,Hybrid,3200,2018
0033-3182,Psychosomatics,Hybrid,3000,2018
0033-3506,Public Health,Hybrid,2800,2018
0363-8111,Public Relations Review,Hybrid,1800,2018
1094-5539,Pulmonary Pharmacology and Therapeutics,Hybrid,3000,2018
2531-0437,Pulmonology,Open Access,0,2018
1062-9769,Quarterly Review of Economics and Finance,Hybrid,1800,2018
1871-1014,Quaternary Geochronology,Hybrid,2500,2018
1040-6182,Quaternary International,Hybrid,3300,2018
0277-3791,Quaternary Science Reviews,Hybrid,3000,2018
1350-4487,Radiation Measurements,Hybrid,2200,2018
0969-806X,Radiation Physics and Chemistry,Hybrid,2200,2018
1078-8174,Radiography,Hybrid,2500,2018
0033-8338,Radiologia,Hybrid,3000,2018
2173-5107,Radiología (English Edition),Hybrid,3000,2018
0033-8389,Radiologic Clinics of North America,Hybrid,3000,2018
1930-0433,Radiology Case Reports,Open Access,500,2018
2352-6211,Radiology of Infectious Diseases,Open Access,0,2018
1550-7424,Rangeland Ecology and Management,Hybrid,2500,2018
0190-0528,Rangelands,Hybrid,1500,2018
1875-5372,Rare Metal Materials and Engineering,Hybrid,3000,2018
2352-3093,REACH,Hybrid,2200,2018
1381-5148,Reactive and Functional Polymers,Hybrid,2500,2018
2213-2317,Redox Biology,Open Access,2700,2018
2352-3204,Regenerative Therapy,Open Access,1100,2018
0166-0462,Regional Science and Urban Economics,Hybrid,1800,2018
2352-4855,Regional Studies in Marine Science,Hybrid,1500,2018
0273-2300,Regulatory Toxicology and Pharmacology,Hybrid,2750,2018
0048-7120,Rehabilitación,Hybrid,3000,2018
0951-8320,Reliability Engineering and System Safety,Hybrid,2700,2018
2352-9385,Remote Sensing Applications: Society and Environment,Hybrid,1500,2018
0034-4257,Remote Sensing of Environment,Hybrid,3800,2018
1364-0321,Renewable and Sustainable Energy Reviews,Hybrid,3550,2018
0960-1481,Renewable Energy,Hybrid,3000,2018
1755-0084,Renewable Energy Focus,Hybrid,1352,2018
1507-1367,Reports of Practical Oncology and Radiotherapy,Hybrid,3000,2018
0034-4877,Reports on Mathematical Physics,Hybrid,3000,2018
1642-431X,Reproductive Biology,Hybrid,3000,2018
2405-6618,Reproductive Biomedicine and Society Online,Open Access,1500,2018
1472-6483,Reproductive BioMedicine Online,Hybrid,2750,2018
0890-6238,Reproductive Toxicology,Hybrid,3400,2018
1052-0457,Research in Accounting Regulation,Hybrid,1100,2018
1750-9467,Research in Autism Spectrum Disorders,Hybrid,2200,2018
0891-4222,Research in Developmental Disabilities,Hybrid,2300,2018
1090-9443,Research in Economics,Hybrid,1200,2018
0275-5319,Research in International Business and Finance,Hybrid,1100,2018
0923-2508,Research in Microbiology,Hybrid,1950,2018
0191-3085,Research in Organizational Behavior,Hybrid,1800,2018
1551-7411,Research in Social and Administrative Pharmacy,Hybrid,2500,2018
0276-5624,Research in Social Stratification and Mobility,Hybrid,1100,2018
2210-5395,Research in Transportation Business and Management,Hybrid,1100,2018
0739-8859,Research in Transportation Economics,Hybrid,1100,2018
0034-5288,Research in Veterinary Science,Hybrid,2500,2018
0048-7333,Research Policy,Hybrid,2400,2018
0928-7655,Resource and Energy Economics,Hybrid,1100,2018
0301-4207,Resources Policy,Hybrid,1200,2018
0921-3449,"Resources, Conservation and Recycling",Hybrid,3500,2018
2212-5345,Respiratory Investigation,Hybrid,3000,2018
0954-6111,Respiratory Medicine,Hybrid,3500,2018
2213-0071,Respiratory Medicine Case Reports,Open Access,450,2018
1569-9048,Respiratory Physiology and Neurobiology,Hybrid,3000,2018
2211-3797,Results in Physics,Open Access,850,2018
0300-9572,Resuscitation,Hybrid,3200,2018
1699-258X,Reumatologia Clinica,Hybrid,3000,2018
2173-5743,Reumatología clínica (English Edition),Hybrid,3000,2018
1879-9337,Review of Development Finance,Open Access,0,2018
1094-2025,Review of Economic Dynamics,Hybrid,1100,2018
1058-3300,Review of Financial Economics,Hybrid,1800,2018
0034-6667,Review of Palaeobotany and Palynology,Hybrid,3300,2018
2405-4283,Reviews in Physics,Open Access,1500,2018
2212-0211,Reviews in Vascular Medicine,Hybrid,1700,2018
1888-7546,Revista Andaluza de Medicina del Deporte,Open Access,0,2018
0325-7541,Revista Argentina de Microbiologia,Open Access,0,2018
0048-7619,Revista Argentina de Radiología,Open Access,0,2018
0085-5626,Revista Brasileira de Entomologia,Open Access,0,2018
0102-695X,Revista Brasileira de Farmacognosia,Open Access,0,2018
0102-3616,Revista Brasileira de Ortopedia,Open Access,0,2018
2255-4971,Revista Brasileira de Ortopedia (English Edition),Open Access,0,2018
2013-5246,Revista Científica de la Sociedad Española de Enfermería Neurológica,Hybrid,3000,2018
0014-2565,Revista clinica espanola,Hybrid,2000,2018
2254-8874,Revista Clínica Española (English Edition),Hybrid,2000,2018
0123-9015,Revista Colombiana de Cancerología,Hybrid,3000,2018
0120-5633,Revista Colombiana de Cardiología,Open Access,0,2018
0120-8845,Revista Colombiana de Ortopedia y Traumatología,Hybrid,3000,2018
0034-7450,Revista Colombiana de Psiquiatría,Hybrid,3000,2018
0121-8123,Revista Colombiana de Reumatologia,Hybrid,3000,2018
1138-4891,Revista de Contabilidad,Open Access,0,2018
0375-0906,Revista de Gastroenterología de México,Open Access,0,2018
2255-534X,Revista de Gastroenterología de México (English Edition),Open Access,0,2018
0214-4603,"Revista de Logopedia, Foniatría y Audiología",Hybrid,1500,2018
1888-9891,Revista de psiquiatría y salud mental (Barcelona),Hybrid,3000,2018
2173-5050,Revista de psiquiatría y salud mental (English Edition),Hybrid,3000,2018
0214-1582,Revista de Senología y Patología Mamaria,Hybrid,3000,2018
1888-4008,Revista del Laboratorio Clinico,Hybrid,3000,2018
0034-9356,Revista Española de Anestesiología y Reanimación,Hybrid,3000,2018
0300-8932,Revista Española de Cardiología,Hybrid,3000,2018
1885-5857,Revista Española de Cardiología (English Edition),Hybrid,3000,2018
1130-0558,Revista Española de Cirugía Oral y Maxilofacial,Open Access,0,2018
1888-4415,Revista Espanola de Cirugia Ortopedica y Traumatologia,Hybrid,3000,2018
1988-8856,Revista española de cirugía ortopédica y traumatología (English edition),Hybrid,3000,2018
0211-139X,Revista Espanola de Geriatria y Gerontologia,Hybrid,3000,2018
0377-4732,Revista Española de Medicina Legal,Hybrid,3000,2018
2253-654X,Revista Española de Medicina Nuclear e Imagen Molecular,Hybrid,3000,2018
2253-8089,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),Hybrid,3000,2018
1699-8855,Revista Espanola de Patologia,Hybrid,3000,2018
1130-1406,Revista Iberoamericana de Micologia,Hybrid,3000,2018
1887-8369,Revista Internacional de Acupuntura,Hybrid,1500,2018
1698-031X,Revista Internacional de Andrología,Hybrid,3000,2018
0716-8640,Revista Médica Clínica Las Condes,Open Access,0,2018
0187-4519,REVISTA MEXICANA DE OFTALMOLOGÍA,Open Access,0,2018
2007-1523,Revista Mexicana de Trastornos Alimentarios,Open Access,0,2018
0870-2551,Revista Portuguesa de Cardiologia,Hybrid,3000,2018
2174-2049,Revista Portuguesa de Cardiologia (English Edition),Hybrid,3000,2018
1877-0517,Revue de Chirurgie Orthopedique et Traumatologique,Hybrid,3000,2018
0035-1598,Revue de micropaléontologie,Hybrid,3000,2018
0761-8417,Revue de Pneumologie clinique,Hybrid,3000,2018
0398-7620,Revue d'Epidemiologie et de Santé Publique,Hybrid,3000,2018
0761-8425,Revue des Maladies Respiratoires,Hybrid,3000,2018
1766-7313,Revue du podologue,Hybrid,3000,2018
1169-8330,Revue du rhumatisme,Hybrid,3000,2018
1878-6227,Revue du Rhumatisme monographies,Hybrid,3000,2018
1162-9088,Revue européenne de psychologie appliquée,Hybrid,3000,2018
1877-0320,Revue Française d'Allergologie,Hybrid,3000,2018
1876-2204,Revue Francophone d'Orthoptie,Hybrid,3000,2018
0035-3787,Revue Neurologique,Hybrid,3000,2018
2214-5672,Revue vétérinaire Clinique,Hybrid,3000,2018
0889-857X,Rheumatic Disease Clinics of North America,Hybrid,3000,2018
2452-2198,Rhizosphere,Hybrid,2000,2018
1672-6308,Rice Science,Open Access,0,2018
0921-8890,Robotics and Autonomous Systems,Hybrid,3300,2018
0736-5845,Robotics and Computer Integrated Manufacturing,Hybrid,3100,2018
1068-7971,Russian Geology and Geophysics,Hybrid,3000,2018
0304-3479,Russian Literature,Hybrid,1100,2018
2093-7911,Safety and Health at Work,Open Access,0,2018
0925-7535,Safety Science,Hybrid,1950,2018
1319-562X,Saudi Journal of Biological Sciences,Open Access,0,2018
1319-4534,Saudi Journal of Ophthalmology,Open Access,0,2018
1319-0164,Saudi Pharmaceutical Journal,Open Access,0,2018
0956-5221,Scandinavian Journal of Management,Hybrid,1800,2018
0920-9964,Schizophrenia Research,Hybrid,3100,2018
2215-0013,Schizophrenia Research: Cognition,Open Access,2000,2018
1355-0306,Science and Justice,Hybrid,3000,2018
2603-6363,Science and Technology of Materials,Hybrid,3000,2018
2095-9273,Science Bulletin,Hybrid,2500,2018
0765-1597,Science et Sports,Hybrid,3000,2018
0167-6423,Science of Computer Programming,Hybrid,1500,2018
0048-9697,Science of the Total Environment,Hybrid,3400,2018
0304-4238,Scientia Horticulturae,Hybrid,2500,2018
1359-6462,Scripta Materialia,Hybrid,3000,2018
0037-0738,Sedimentary Geology,Hybrid,3300,2018
1059-1311,Seizure: European Journal of Epilepsy,Hybrid,2200,2018
0049-0172,Seminars in Arthritis and Rheumatism,Hybrid,3400,2018
1045-4527,Seminars in Arthroplasty,Hybrid,2500,2018
1044-579X,Seminars in Cancer Biology,Hybrid,3200,2018
1084-9521,Seminars in Cell and Developmental Biology,Hybrid,3900,2018
1043-1489,Seminars in Colon and Rectal Surgery,Hybrid,1700,2018
0740-2570,Seminars in Diagnostic Pathology,Hybrid,2500,2018
1744-165X,Seminars in Fetal and Neonatal Medicine,Hybrid,2500,2018
0037-1963,Seminars in Hematology,Hybrid,3000,2018
1044-5323,Seminars in Immunology,Hybrid,3800,2018
0270-9295,Seminars in Nephrology,Hybrid,2500,2018
0001-2998,Seminars in Nuclear Medicine,Hybrid,3000,2018
0093-7754,Seminars in Oncology,Hybrid,3000,2018
0749-2081,Seminars in Oncology Nursing,Hybrid,2500,2018
1073-8746,Seminars in Orthodontics,Hybrid,2500,2018
1071-9091,Seminars in Pediatric Neurology,Hybrid,2500,2018
1055-8586,Seminars in Pediatric Surgery,Hybrid,2500,2018
0146-0005,Seminars in Perinatology,Hybrid,2500,2018
1053-4296,Seminars in Radiation Oncology,Hybrid,2500,2018
0037-198X,Seminars in Roentgenology,Hybrid,2500,2018
1040-7383,Seminars in Spine Surgery,Hybrid,2500,2018
1043-0679,Seminars in Thoracic and Cardiovascular Surgery,Hybrid,1700,2018
1092-9126,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Hybrid,2500,2018
0887-2171,"Seminars in Ultrasound, CT, and MRI",Hybrid,2500,2018
0895-7967,Seminars in Vascular Surgery,Hybrid,1700,2018
2214-1804,Sensing and Bio-Sensing Research,Open Access,1600,2018
0924-4247,Sensors and Actuators: A. Physical,Hybrid,3250,2018
0925-4005,Sensors and Actuators: B. Chemical,Hybrid,3300,2018
1383-5866,Separation and Purification Technology,Hybrid,2500,2018
1158-1360,Sexologies,Hybrid,1500,2018
1877-5756,Sexual and Reproductive Healthcare,Hybrid,2500,2018
2050-1161,Sexual Medicine,Open Access,2500,2018
2050-0521,Sexual Medicine Reviews,Hybrid,2500,2018
2405-8726,"She Ji: The Journal of Design, Economics, and Innovation",Open Access,0,2018
0165-1684,Signal Processing,Hybrid,2400,2018
0923-5965,Signal Processing: Image Communication,Hybrid,2400,2018
1569-190X,Simulation Modelling Practice and Theory,Hybrid,1500,2018
1389-9457,Sleep Medicine,Hybrid,3200,2018
1556-407X,Sleep Medicine Clinics,Hybrid,3000,2018
1087-0792,Sleep Medicine Reviews,Hybrid,3000,2018
0921-4488,Small Ruminant Research,Hybrid,2500,2018
2352-6483,Smart Health,Hybrid,1500,2018
0378-8733,Social Networks,Hybrid,1800,2018
0277-9536,Social Science and Medicine,Hybrid,3400,2018
0049-089X,Social Science Research,Hybrid,1800,2018
0038-0121,Socio-Economic Planning Sciences,Hybrid,1800,2018
2352-7110,SoftwareX,Open Access,500,2018
0167-1987,Soil and Tillage Research,Hybrid,2500,2018
0038-0717,Soil Biology and Biochemistry,Hybrid,3400,2018
0267-7261,Soil Dynamics and Earthquake Engineering,Hybrid,2500,2018
0038-0806,Soils and Foundations,Open Access,0,2018
0038-0814,Soins,Hybrid,3000,2018
1770-9857,Soins Aides-soignantes,Hybrid,3000,2018
1259-4792,Soins Pédiatrie/Puériculture,Hybrid,3000,2018
